mae,mse,rmse,AIC,BIC,p-value,Model Name
3.2811015473091207,17.86447668909888,4.226638935265098,4173.663039661218,4187.442173263646,0.003,"ARIMA (1,1,1)"
3.2779167521640566,17.733734195145654,4.211144048254067,4184.206122439713,4234.72961231528,0.003,"ARIMA(1,1,1)"
3.250108700414372,17.510684391995344,4.184576966910197,4161.006245183575,4179.378423320144,0.03,"SARIMAX (2, 1, 1)"
3.2536576807557607,17.37823792029459,4.168721377148465,4171.165921732798,4226.282456142507,0.035,"SARIMAX (2, 1, 1)"
