"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)"
09/12/2021 15:00:00;0,30;12,80;99,90;358,90;3,20
09/12/2021 14:00:00;0,00;12,50;99,80;11,10;3,40
09/12/2021 13:00:00;0,00;12,40;99,90;6,20;3,20
09/12/2021 12:00:00;0,00;12,30;99,90;354,00;3,60
09/12/2021 11:00:00;1,20;12,10;99,90;348,40;2,80
09/12/2021 10:00:00;3,50;11,80;99,90;20,80;2,10
09/12/2021 09:00:00;0,70;12,00;99,90;0,50;3,30
09/12/2021 08:00:00;1,40;12,00;99,90;13,60;3,80
09/12/2021 07:00:00;0,40;12,20;99,90;358,70;3,60
09/12/2021 06:00:00;1,80;11,90;99,90;15,20;3,00
09/12/2021 05:00:00;1,90;12,00;99,90;36,90;5,60
09/12/2021 04:00:00;1,80;12,20;99,80;79,80;3,80
09/12/2021 03:00:00;1,50;12,10;99,80;116,80;3,80
09/12/2021 02:00:00;3,60;12,10;99,70;132,80;5,60
09/12/2021 01:00:00;4,30;11,70;99,70;122,20;7,20
09/12/2021 00:00:00;4,20;12,30;99,20;114,80;5,60
08/12/2021 23:00:00;0,00;12,50;99,60;108,20;7,10
08/12/2021 22:00:00;0,00;12,60;99,60;134,80;8,10
08/12/2021 21:00:00;4,20;12,70;99,60;138,40;7,10
08/12/2021 20:00:00;3,90;13,20;99,00;130,60;6,80
08/12/2021 19:00:00;0,60;13,90;92,90;107,50;8,90
08/12/2021 18:00:00;0,00;13,90;82,30;113,50;8,30
08/12/2021 17:00:00;0,00;16,10;73,60;104,70;9,40
08/12/2021 16:00:00;0,00;16,90;72,20;100,40;8,30
08/12/2021 15:00:00;0,00;16,80;66,70;91,70;7,60
08/12/2021 14:00:00;0,00;16,90;67,00;87,70;6,30
08/12/2021 13:00:00;0,00;17,00;66,50;93,20;5,40
08/12/2021 12:00:00;0,00;15,60;74,80;127,50;4,80
08/12/2021 11:00:00;0,00;14,60;78,20;144,20;3,40
08/12/2021 10:00:00;0,00;13,10;86,90;137,20;4,70
08/12/2021 09:00:00;0,20;12,80;87,60;156,80;3,50
08/12/2021 08:00:00;0,00;12,70;88,90;144,10;5,60
08/12/2021 07:00:00;0,00;12,30;97,50;127,30;4,50
08/12/2021 06:00:00;1,70;13,40;94,80;149,10;2,90
08/12/2021 05:00:00;0,00;15,60;69,70;10,00;3,20
08/12/2021 04:00:00;0,00;16,00;69,80;70,90;2,50
08/12/2021 03:00:00;0,00;16,80;62,10;60,60;5,20
08/12/2021 02:00:00;0,00;16,70;63,90;27,70;4,90
08/12/2021 01:00:00;0,00;16,90;64,20;33,20;5,00
08/12/2021 00:00:00;0,00;17,20;64,00;35,80;5,80
07/12/2021 23:00:00;0,00;17,50;65,60;25,00;6,20
07/12/2021 22:00:00;0,00;17,90;67,60;20,00;5,90
07/12/2021 21:00:00;0,00;18,60;65,90;25,80;4,80
07/12/2021 20:00:00;0,00;19,50;63,70;20,60;5,30
07/12/2021 19:00:00;0,00;20,80;60,90;30,20;6,30
07/12/2021 18:00:00;0,00;21,60;57,80;31,60;6,10
07/12/2021 17:00:00;0,00;21,80;56,20;48,30;8,00
07/12/2021 16:00:00;0,00;22,10;56,00;59,00;6,70
07/12/2021 15:00:00;0,00;21,60;59,30;41,10;6,70
07/12/2021 14:00:00;0,00;20,40;64,70;33,20;6,60
07/12/2021 13:00:00;0,00;19,10;71,60;55,60;4,80
07/12/2021 12:00:00;0,00;17,70;80,50;55,20;5,30
07/12/2021 11:00:00;0,00;16,10;92,60;43,00;5,40
07/12/2021 10:00:00;0,00;15,50;95,10;33,70;5,60
07/12/2021 09:00:00;0,00;15,10;94,80;44,70;5,00
07/12/2021 08:00:00;0,00;15,00;93,90;45,30;3,70
07/12/2021 07:00:00;0,00;15,20;90,70;30,80;4,90
07/12/2021 06:00:00;0,00;15,20;89,70;36,60;6,10
07/12/2021 05:00:00;0,00;15,40;87,30;33,50;7,20
07/12/2021 04:00:00;0,00;15,40;86,90;29,80;6,30
07/12/2021 03:00:00;0,00;16,20;79,30;32,80;7,40
07/12/2021 02:00:00;0,00;16,50;78,80;36,80;5,80
07/12/2021 01:00:00;0,00;16,60;83,50;31,50;4,90
07/12/2021 00:00:00;0,00;16,80;87,20;24,60;5,60
06/12/2021 23:00:00;0,00;17,60;78,60;18,20;5,50
06/12/2021 22:00:00;0,00;18,60;70,10;4,00;4,50
06/12/2021 21:00:00;0,00;19,20;65,40;355,60;4,30
06/12/2021 20:00:00;0,00;19,90;61,10;355,30;4,40
06/12/2021 19:00:00;0,00;21,20;54,30;0,40;4,20
06/12/2021 18:00:00;0,00;22,60;47,80;359,00;4,50
06/12/2021 17:00:00;0,00;23,00;48,70;5,30;4,30
06/12/2021 16:00:00;0,00;23,00;52,10;13,80;3,80
06/12/2021 15:00:00;0,00;22,70;55,70;2,70;3,90
06/12/2021 14:00:00;0,00;21,00;63,80;27,10;4,00
06/12/2021 13:00:00;0,00;21,20;65,80;30,80;4,40
06/12/2021 12:00:00;0,00;20,00;71,70;35,70;4,70
06/12/2021 11:00:00;0,00;18,50;84,10;37,10;4,60
06/12/2021 10:00:00;0,00;16,00;99,00;37,10;4,30
06/12/2021 09:00:00;0,00;14,50;99,70;33,80;3,90
06/12/2021 08:00:00;0,00;13,90;99,90;33,60;3,80
06/12/2021 07:00:00;0,00;13,80;99,90;35,50;3,30
06/12/2021 06:00:00;0,00;13,90;99,90;30,80;3,50
06/12/2021 05:00:00;0,00;14,30;99,90;18,20;3,10
06/12/2021 04:00:00;0,00;14,60;99,90;8,70;3,20
06/12/2021 03:00:00;0,00;14,70;99,80;11,10;3,10
06/12/2021 02:00:00;0,00;15,10;99,70;12,50;2,60
06/12/2021 01:00:00;0,00;15,50;98,30;16,30;2,90
06/12/2021 00:00:00;0,00;16,30;86,00;323,20;3,30
05/12/2021 23:00:00;0,00;16,70;83,80;303,90;3,90
05/12/2021 22:00:00;0,00;16,80;84,40;293,70;3,40
05/12/2021 21:00:00;0,00;17,00;82,80;308,30;2,60
05/12/2021 20:00:00;0,00;17,90;74,10;313,80;4,80
05/12/2021 19:00:00;0,00;18,50;72,20;316,70;3,50
05/12/2021 18:00:00;0,00;19,20;69,50;352,50;2,30
05/12/2021 17:00:00;0,00;19,40;68,70;340,60;2,70
05/12/2021 16:00:00;0,00;19,80;69,00;330,10;2,60
05/12/2021 15:00:00;0,00;19,30;69,50;352,50;2,50
05/12/2021 14:00:00;0,00;19,00;72,10;346,70;2,20
05/12/2021 13:00:00;0,00;17,00;85,60;329,90;1,50
05/12/2021 12:00:00;0,00;16,00;95,00;12,90;1,90
05/12/2021 11:00:00;0,00;15,30;99,00;352,60;2,20
05/12/2021 10:00:00;0,00;15,60;97,40;336,60;2,60
05/12/2021 09:00:00;0,00;14,20;99,80;314,90;0,70
05/12/2021 08:00:00;0,00;13,50;99,90;345,90;0,60
05/12/2021 07:00:00;0,00;13,00;99,90;328,40;0,70
05/12/2021 06:00:00;0,00;12,80;99,90;356,50;0,70
05/12/2021 05:00:00;0,00;12,90;99,90;10,20;0,90
05/12/2021 04:00:00;0,00;12,90;99,90;1,90;0,90
05/12/2021 03:00:00;0,00;13,00;99,90;352,80;1,80
05/12/2021 02:00:00;0,00;13,10;99,80;349,80;1,20
05/12/2021 01:00:00;0,00;13,40;99,80;353,20;1,00
05/12/2021 00:00:00;0,00;13,70;99,70;359,50;0,40
04/12/2021 23:00:00;0,00;13,00;99,70;150,40;1,80
04/12/2021 22:00:00;0,00;12,70;99,70;150,90;3,60
04/12/2021 21:00:00;0,00;12,80;99,80;146,60;3,60
04/12/2021 20:00:00;0,00;13,20;99,70;139,00;3,80
04/12/2021 19:00:00;0,00;14,20;99,60;128,30;3,80
04/12/2021 18:00:00;0,00;15,30;98,00;83,70;2,90
04/12/2021 17:00:00;0,00;14,70;99,70;49,50;2,50
04/12/2021 16:00:00;0,00;14,90;99,70;42,20;2,70
04/12/2021 15:00:00;0,00;14,30;99,90;56,90;3,20
04/12/2021 14:00:00;0,00;13,80;99,90;47,60;1,80
04/12/2021 13:00:00;0,00;13,40;99,90;41,40;1,60
04/12/2021 12:00:00;0,00;13,10;99,90;7,00;1,70
04/12/2021 11:00:00;0,00;12,70;99,90;355,80;2,40
04/12/2021 10:00:00;0,00;12,40;99,90;349,70;3,70
04/12/2021 09:00:00;0,10;12,40;99,90;346,10;3,70
04/12/2021 08:00:00;0,00;12,60;99,90;347,10;3,70
04/12/2021 07:00:00;0,00;13,00;99,90;349,30;3,50
04/12/2021 06:00:00;0,00;13,30;99,90;2,70;3,50
04/12/2021 05:00:00;0,40;13,60;99,90;5,40;3,00
04/12/2021 04:00:00;0,00;14,10;99,70;14,40;3,10
04/12/2021 03:00:00;0,00;14,90;99,50;8,30;2,60
04/12/2021 02:00:00;0,00;15,40;99,00;329,20;2,20
04/12/2021 01:00:00;0,00;14,50;99,70;207,50;1,20
04/12/2021 00:00:00;0,00;14,10;99,70;155,50;4,10
03/12/2021 23:00:00;7,10;14,40;99,70;136,50;4,80
03/12/2021 22:00:00;0,00;14,40;99,70;141,40;5,90
03/12/2021 21:00:00;0,00;14,30;99,80;140,00;6,10
03/12/2021 20:00:00;0,00;15,10;99,70;135,30;6,70
03/12/2021 19:00:00;0,00;17,20;88,00;106,80;8,90
03/12/2021 18:00:00;0,00;19,70;67,00;83,60;6,90
03/12/2021 17:00:00;0,00;20,50;64,70;85,10;6,00
03/12/2021 16:00:00;0,00;21,50;58,10;30,80;3,30
03/12/2021 15:00:00;0,00;22,00;56,10;354,40;3,30
03/12/2021 14:00:00;0,00;20,80;59,50;355,60;3,40
03/12/2021 13:00:00;0,00;19,80;63,00;358,40;3,60
03/12/2021 12:00:00;0,00;18,30;67,60;359,40;3,90
03/12/2021 11:00:00;0,00;18,60;65,00;21,70;4,40
03/12/2021 10:00:00;0,00;16,60;70,10;33,80;5,70
03/12/2021 09:00:00;0,00;14,50;82,20;41,20;4,80
03/12/2021 08:00:00;0,00;13,90;84,80;35,70;4,90
03/12/2021 07:00:00;0,00;13,80;77,80;26,80;4,50
03/12/2021 06:00:00;0,00;14,10;73,60;61,80;4,00
03/12/2021 05:00:00;0,00;14,40;71,20;31,60;4,30
03/12/2021 04:00:00;0,00;15,00;70,10;13,00;5,20
03/12/2021 03:00:00;0,00;15,90;69,80;24,20;4,10
03/12/2021 02:00:00;0,00;16,30;68,40;33,00;4,40
03/12/2021 01:00:00;0,00;16,70;68,00;26,20;5,30
03/12/2021 00:00:00;0,00;17,10;67,00;31,10;4,60
02/12/2021 23:00:00;0,00;17,20;66,40;35,00;4,60
02/12/2021 22:00:00;0,00;17,70;64,80;42,80;4,50
02/12/2021 21:00:00;0,00;18,30;62,80;21,20;4,60
02/12/2021 20:00:00;0,00;19,10;59,20;16,90;4,90
02/12/2021 19:00:00;0,00;20,00;55,00;11,70;5,10
02/12/2021 18:00:00;0,00;21,10;51,70;22,20;4,40
02/12/2021 17:00:00;0,00;21,50;50,90;27,50;4,80
02/12/2021 16:00:00;0,00;21,40;51,70;29,70;5,10
02/12/2021 15:00:00;0,00;21,20;52,60;39,30;4,70
02/12/2021 14:00:00;0,00;20,70;55,20;34,30;4,40
02/12/2021 13:00:00;0,00;20,40;56,90;33,50;4,90
02/12/2021 12:00:00;0,00;19,80;58,70;40,80;4,60
02/12/2021 11:00:00;0,00;18,70;61,80;33,60;5,10
02/12/2021 10:00:00;0,00;17,70;64,90;51,00;4,30
02/12/2021 09:00:00;0,00;16,50;69,90;40,60;4,90
02/12/2021 08:00:00;0,00;15,70;70,90;49,20;4,80
02/12/2021 07:00:00;0,00;15,30;71,00;35,70;4,30
02/12/2021 06:00:00;0,00;14,60;71,90;34,20;4,40
02/12/2021 05:00:00;0,00;14,60;72,50;43,80;4,00
02/12/2021 04:00:00;0,00;14,90;75,10;39,30;4,10
02/12/2021 03:00:00;0,00;15,20;74,40;55,10;3,80
02/12/2021 02:00:00;0,00;15,40;74,50;53,00;4,40
02/12/2021 01:00:00;0,00;15,50;77,40;41,50;4,60
02/12/2021 00:00:00;0,00;16,20;68,00;40,20;3,80
01/12/2021 23:00:00;0,00;16,10;70,60;34,20;3,80
01/12/2021 22:00:00;0,00;16,10;69,60;27,40;3,70
01/12/2021 21:00:00;0,00;16,60;64,30;36,20;3,60
01/12/2021 20:00:00;0,00;17,30;62,10;42,40;4,10
01/12/2021 19:00:00;0,00;18,30;59,60;42,90;3,80
01/12/2021 18:00:00;0,00;19,10;55,60;38,00;4,20
01/12/2021 17:00:00;0,00;20,00;54,20;41,20;3,40
01/12/2021 16:00:00;0,00;19,90;55,00;33,40;4,00
01/12/2021 15:00:00;0,00;19,90;56,10;26,90;4,20
01/12/2021 14:00:00;0,00;19,20;56,00;43,60;4,50
01/12/2021 13:00:00;0,00;18,30;59,80;19,60;3,40
01/12/2021 12:00:00;0,00;17,90;62,40;0,40;4,20
01/12/2021 11:00:00;0,00;16,70;63,60;346,30;4,10
01/12/2021 10:00:00;0,00;16,50;60,50;349,80;3,50
01/12/2021 09:00:00;0,00;15,80;60,70;354,30;2,80
01/12/2021 08:00:00;0,00;14,60;62,50;348,60;2,50
01/12/2021 07:00:00;0,00;13,80;64,00;346,60;2,10
01/12/2021 06:00:00;0,00;12,30;72,50;26,50;2,30
01/12/2021 05:00:00;0,00;12,00;73,30;75,50;2,20
01/12/2021 04:00:00;0,00;11,70;78,00;41,30;2,50
01/12/2021 03:00:00;0,00;12,20;74,00;345,30;1,60
01/12/2021 02:00:00;0,00;12,40;73,10;80,00;2,20
01/12/2021 01:00:00;0,00;12,50;75,40;71,90;4,30
01/12/2021 00:00:00;0,00;11,00;93,50;105,50;6,80
30/11/2021 23:00:00;0,00;10,90;90,80;114,80;9,30
30/11/2021 22:00:00;0,10;10,20;99,30;123,80;7,60
30/11/2021 21:00:00;0,70;9,90;99,70;140,90;7,40
30/11/2021 20:00:00;0,30;10,60;99,70;139,20;7,90
30/11/2021 19:00:00;4,60;12,30;83,80;155,70;9,10
30/11/2021 18:00:00;0,00;18,30;46,00;90,10;3,00
30/11/2021 17:00:00;0,00;21,00;33,50;1,90;4,60
30/11/2021 16:00:00;0,00;21,70;32,80;19,20;4,80
30/11/2021 15:00:00;0,00;22,00;34,00;35,80;5,60
30/11/2021 14:00:00;0,00;21,60;37,00;31,20;5,40
30/11/2021 13:00:00;0,00;20,90;40,20;41,90;5,30
30/11/2021 12:00:00;0,00;19,90;39,50;43,10;5,40
30/11/2021 11:00:00;0,00;17,70;37,20;48,80;4,90
30/11/2021 10:00:00;0,00;16,80;43,80;39,50;5,30
30/11/2021 09:00:00;0,00;16,50;46,50;37,40;5,40
30/11/2021 08:00:00;0,00;14,70;49,00;39,90;5,10
30/11/2021 07:00:00;0,00;14,50;48,70;48,50;4,60
30/11/2021 06:00:00;0,00;13,60;51,60;58,30;4,80
30/11/2021 05:00:00;0,00;13,60;49,90;44,80;4,70
30/11/2021 04:00:00;0,00;13,90;48,90;45,80;4,20
30/11/2021 03:00:00;0,00;14,50;49,90;41,50;5,00
30/11/2021 02:00:00;0,00;15,00;50,40;34,90;5,30
30/11/2021 01:00:00;0,00;15,30;54,20;32,70;4,50
30/11/2021 00:00:00;0,00;16,80;40,80;31,20;4,00
29/11/2021 23:00:00;0,00;17,30;35,70;68,30;4,30
29/11/2021 22:00:00;0,00;17,70;35,20;81,40;5,00
29/11/2021 21:00:00;0,00;18,10;35,70;59,60;2,80
29/11/2021 20:00:00;0,00;18,70;35,90;25,90;2,50
29/11/2021 19:00:00;0,00;20,30;33,80;3,00;2,50
29/11/2021 18:00:00;0,00;21,70;31,40;10,30;2,50
29/11/2021 17:00:00;0,00;22,50;28,90;21,40;1,90
29/11/2021 16:00:00;0,00;22,60;27,80;4,70;2,00
29/11/2021 15:00:00;0,00;22,00;28,60;320,40;3,40
29/11/2021 14:00:00;0,00;21,40;30,50;308,00;2,80
29/11/2021 13:00:00;0,00;20,30;32,40;308,50;3,00
29/11/2021 12:00:00;0,00;20,00;32,70;330,90;1,90
29/11/2021 11:00:00;0,00;19,10;33,80;352,40;2,30
29/11/2021 10:00:00;0,00;18,20;36,60;340,50;2,20
29/11/2021 09:00:00;0,00;18,70;29,30;150,90;0,40
29/11/2021 08:00:00;0,00;16,80;27,50;199,10;2,60
29/11/2021 07:00:00;0,00;15,50;28,40;182,20;3,20
29/11/2021 06:00:00;0,00;14,10;28,80;184,60;5,00
29/11/2021 05:00:00;0,00;13,70;30,80;203,50;4,40
29/11/2021 04:00:00;0,00;14,20;29,20;216,80;5,80
29/11/2021 03:00:00;0,00;14,30;27,50;223,30;7,90
29/11/2021 02:00:00;0,00;13,80;26,40;225,50;8,20
29/11/2021 01:00:00;0,00;13,50;24,70;231,50;7,20
29/11/2021 00:00:00;0,00;13,00;31,10;227,30;5,50
28/11/2021 23:00:00;0,00;11,60;58,90;165,10;3,90
28/11/2021 22:00:00;0,00;12,20;58,00;140,60;3,90
28/11/2021 21:00:00;0,00;13,00;53,60;137,00;5,10
28/11/2021 20:00:00;0,00;14,00;47,20;130,70;4,80
28/11/2021 19:00:00;0,00;15,70;33,00;126,20;5,90
28/11/2021 18:00:00;0,00;17,00;31,30;122,10;5,10
28/11/2021 17:00:00;0,00;18,70;26,60;165,30;3,60
28/11/2021 16:00:00;0,00;18,90;25,90;207,90;4,80
28/11/2021 15:00:00;0,00;18,40;28,30;198,30;4,70
28/11/2021 14:00:00;0,00;17,80;31,70;201,20;5,90
28/11/2021 13:00:00;0,00;17,50;34,00;203,80;5,60
28/11/2021 12:00:00;0,00;16,90;36,60;201,00;4,80
28/11/2021 11:00:00;0,00;16,00;37,60;207,80;5,10
28/11/2021 10:00:00;0,00;14,90;49,40;215,30;1,30
28/11/2021 09:00:00;0,00;13,10;49,20;151,30;4,80
28/11/2021 08:00:00;0,00;10,80;56,30;137,40;6,70
28/11/2021 07:00:00;0,00;9,80;63,30;129,20;6,70
28/11/2021 06:00:00;0,00;9,50;68,80;144,30;4,90
28/11/2021 05:00:00;0,00;9,50;69,90;140,30;3,80
28/11/2021 04:00:00;0,00;9,90;68,20;104,10;5,40
28/11/2021 03:00:00;0,00;9,70;70,30;155,50;2,90
28/11/2021 02:00:00;0,00;10,10;70,60;151,10;5,40
28/11/2021 01:00:00;0,00;10,00;88,80;121,40;3,00
28/11/2021 00:00:00;0,00;10,00;97,80;120,60;3,80
27/11/2021 23:00:00;0,00;9,90;99,60;119,40;6,30
27/11/2021 22:00:00;0,00;9,80;99,50;128,30;4,90
27/11/2021 21:00:00;1,30;9,70;97,80;114,40;4,10
27/11/2021 20:00:00;5,30;10,10;99,40;143,90;8,90
27/11/2021 19:00:00;3,60;11,00;99,20;125,80;6,60
27/11/2021 18:00:00;0,90;13,50;93,90;116,20;9,40
27/11/2021 17:00:00;0,00;15,10;79,40;112,20;9,10
27/11/2021 16:00:00;0,00;17,90;66,30;123,30;8,20
27/11/2021 15:00:00;0,00;19,30;57,10;113,40;7,00
27/11/2021 14:00:00;0,00;20,30;49,20;52,60;2,90
27/11/2021 13:00:00;0,00;19,60;50,50;347,20;1,80
27/11/2021 12:00:00;0,00;19,50;50,10;348,50;3,70
27/11/2021 11:00:00;0,00;19,20;53,10;2,90;4,30
27/11/2021 10:00:00;0,00;18,50;54,80;8,60;4,10
27/11/2021 09:00:00;0,00;17,10;60,70;50,20;4,50
27/11/2021 08:00:00;0,00;15,40;67,50;43,30;4,80
27/11/2021 07:00:00;0,00;14,30;69,40;46,80;5,20
27/11/2021 06:00:00;0,00;13,50;70,50;39,00;5,00
27/11/2021 05:00:00;0,00;14,00;64,40;55,00;4,80
27/11/2021 04:00:00;0,00;15,20;55,90;26,70;5,20
27/11/2021 03:00:00;0,00;16,10;50,90;41,40;6,00
27/11/2021 02:00:00;0,00;16,10;49,90;33,10;5,40
27/11/2021 01:00:00;0,00;16,50;47,80;30,30;6,20
27/11/2021 00:00:00;0,00;17,10;43,10;24,50;5,80
26/11/2021 23:00:00;0,00;17,90;38,10;25,60;6,00
26/11/2021 22:00:00;0,00;18,90;35,70;11,60;7,00
26/11/2021 21:00:00;0,00;19,70;36,90;14,90;6,00
26/11/2021 20:00:00;0,00;20,60;38,00;16,20;5,10
26/11/2021 19:00:00;0,00;21,80;33,50;23,70;5,60
26/11/2021 18:00:00;0,00;22,90;31,80;39,30;5,30
26/11/2021 17:00:00;0,00;23,40;30,50;34,50;5,70
26/11/2021 16:00:00;0,00;23,60;33,30;24,20;5,50
26/11/2021 15:00:00;0,00;23,20;33,30;36,20;5,80
26/11/2021 14:00:00;0,00;23,40;27,80;32,50;5,50
26/11/2021 13:00:00;0,00;22,50;32,60;37,60;5,00
26/11/2021 12:00:00;0,00;21,70;32,90;31,20;5,70
26/11/2021 11:00:00;0,00;21,50;30,40;24,10;5,10
26/11/2021 10:00:00;0,00;21,30;31,00;35,60;4,70
26/11/2021 09:00:00;0,00;20,20;25,20;39,30;5,60
26/11/2021 08:00:00;0,00;19,00;20,70;64,10;6,10
26/11/2021 07:00:00;0,00;17,90;13,50;87,90;9,10
26/11/2021 06:00:00;0,00;16,80;13,40;94,50;8,50
26/11/2021 05:00:00;0,00;16,20;13,20;105,60;6,70
26/11/2021 04:00:00;0,00;16,30;10,10;108,90;7,60
26/11/2021 03:00:00;0,00;16,30;9,80;108,90;6,80
26/11/2021 02:00:00;0,00;16,00;13,80;118,00;5,20
26/11/2021 01:00:00;0,00;16,10;16,80;131,30;5,00
26/11/2021 00:00:00;0,00;16,00;17,50;154,00;4,50
25/11/2021 23:00:00;0,00;16,40;16,90;157,20;4,60
25/11/2021 22:00:00;0,00;16,40;24,00;150,10;5,60
25/11/2021 21:00:00;0,00;16,00;35,30;155,40;5,50
25/11/2021 20:00:00;0,00;16,60;37,50;131,80;5,40
25/11/2021 19:00:00;0,00;18,20;33,00;127,10;6,30
25/11/2021 18:00:00;0,00;19,80;31,80;127,90;4,90
25/11/2021 17:00:00;0,00;20,70;32,40;124,70;5,60
25/11/2021 16:00:00;0,00;21,50;31,60;119,30;5,30
25/11/2021 15:00:00;0,00;22,00;31,90;116,20;3,70
25/11/2021 14:00:00;0,00;22,00;30,80;147,60;1,30
25/11/2021 13:00:00;0,00;21,10;34,20;147,30;2,50
25/11/2021 12:00:00;0,00;19,70;37,70;234,50;1,60
25/11/2021 11:00:00;0,00;19,20;40,10;176,70;2,20
25/11/2021 10:00:00;0,00;18,20;35,90;157,00;5,30
25/11/2021 09:00:00;0,00;17,30;41,50;139,70;5,30
25/11/2021 08:00:00;0,00;16,80;49,60;148,00;5,60
25/11/2021 07:00:00;0,00;15,20;51,60;169,30;4,30
25/11/2021 06:00:00;0,00;13,50;52,70;169,00;4,00
25/11/2021 05:00:00;0,00;14,40;42,50;177,40;6,90
25/11/2021 04:00:00;0,00;14,50;38,60;179,40;7,00
25/11/2021 03:00:00;0,00;13,60;52,40;186,00;4,90
25/11/2021 02:00:00;0,00;13,70;53,90;179,10;4,50
25/11/2021 01:00:00;0,00;13,80;56,00;174,60;5,70
25/11/2021 00:00:00;0,00;13,40;64,70;148,40;5,70
24/11/2021 23:00:00;0,10;13,70;70,20;132,70;4,90
24/11/2021 22:00:00;0,90;12,70;90,70;180,10;3,90
24/11/2021 21:00:00;5,90;12,60;94,80;195,40;9,20
24/11/2021 20:00:00;13,50;12,50;99,70;144,70;5,80
24/11/2021 19:00:00;11,10;16,90;86,40;306,70;0,80
24/11/2021 18:00:00;0,00;20,00;64,30;344,00;5,20
24/11/2021 17:00:00;0,00;22,30;55,00;23,60;6,10
24/11/2021 16:00:00;0,00;22,30;54,10;40,20;6,50
24/11/2021 15:00:00;0,00;23,00;52,20;29,70;5,80
24/11/2021 14:00:00;0,00;22,50;54,40;14,70;6,50
24/11/2021 13:00:00;0,00;21,70;56,00;23,60;6,70
24/11/2021 12:00:00;0,00;20,00;62,70;18,20;6,10
24/11/2021 11:00:00;0,00;18,20;74,00;50,30;6,00
24/11/2021 10:00:00;0,00;17,40;76,00;48,70;5,70
24/11/2021 09:00:00;0,00;16,30;79,20;45,20;7,20
24/11/2021 08:00:00;0,00;15,80;82,30;43,10;6,60
24/11/2021 07:00:00;0,00;14,50;92,90;48,40;6,70
24/11/2021 06:00:00;0,00;14,20;92,90;49,40;6,10
24/11/2021 05:00:00;0,00;14,20;92,40;51,80;5,50
24/11/2021 04:00:00;0,00;13,80;99,30;52,20;5,70
24/11/2021 03:00:00;0,00;13,90;99,70;38,60;5,50
24/11/2021 02:00:00;0,00;14,40;98,00;29,80;6,30
24/11/2021 01:00:00;0,00;14,80;92,60;37,60;5,90
24/11/2021 00:00:00;0,00;14,90;92,80;41,30;5,00
23/11/2021 23:00:00;0,00;15,20;91,10;43,20;5,70
23/11/2021 22:00:00;0,00;15,60;85,80;33,70;5,50
23/11/2021 21:00:00;0,00;16,20;81,20;35,20;5,20
23/11/2021 20:00:00;0,00;17,00;77,00;33,80;5,80
23/11/2021 19:00:00;0,00;18,30;66,30;29,30;6,20
23/11/2021 18:00:00;0,00;20,30;56,90;8,90;5,90
23/11/2021 17:00:00;0,00;21,90;48,20;16,50;5,80
23/11/2021 16:00:00;0,00;22,60;44,20;16,10;5,70
23/11/2021 15:00:00;0,00;22,60;44,10;19,30;4,90
23/11/2021 14:00:00;0,00;22,50;46,00;4,40;5,00
23/11/2021 13:00:00;0,00;21,90;53,30;14,30;5,10
23/11/2021 12:00:00;0,00;21,10;57,60;1,20;4,90
23/11/2021 11:00:00;0,00;20,30;61,90;25,90;4,60
23/11/2021 10:00:00;0,00;18,50;64,80;36,30;4,70
23/11/2021 09:00:00;0,00;16,20;69,90;44,90;3,80
23/11/2021 08:00:00;0,00;16,00;56,60;39,70;3,50
23/11/2021 07:00:00;0,00;15,70;49,40;45,70;3,80
23/11/2021 06:00:00;0,00;16,00;44,20;36,60;3,60
23/11/2021 05:00:00;0,00;15,80;42,20;64,20;3,30
23/11/2021 04:00:00;0,00;16,10;42,80;240,10;1,90
23/11/2021 03:00:00;0,00;15,10;44,80;199,10;4,40
23/11/2021 02:00:00;0,00;14,80;46,10;146,00;7,00
23/11/2021 01:00:00;0,00;14,60;48,00;143,40;7,80
23/11/2021 00:00:00;0,00;15,30;45,60;136,20;8,50
22/11/2021 23:00:00;0,00;16,00;44,30;131,60;8,00
22/11/2021 22:00:00;0,00;16,90;42,50;127,90;9,30
22/11/2021 21:00:00;0,00;18,00;40,60;123,00;8,70
22/11/2021 20:00:00;0,00;19,20;41,20;119,20;8,90
22/11/2021 19:00:00;0,00;20,50;40,80;115,50;10,60
22/11/2021 18:00:00;0,00;21,80;39,40;111,30;10,20
22/11/2021 17:00:00;0,00;23,30;38,30;104,50;9,10
22/11/2021 16:00:00;0,00;23,80;39,80;115,60;7,70
22/11/2021 15:00:00;0,00;24,20;40,50;109,40;6,90
22/11/2021 14:00:00;0,00;24,40;40,00;104,90;6,60
22/11/2021 13:00:00;0,00;23,30;40,10;103,30;5,80
22/11/2021 12:00:00;0,00;23,80;40,60;100,50;4,20
22/11/2021 11:00:00;0,00;22,80;41,50;92,00;1,10
22/11/2021 10:00:00;0,00;22,20;41,90;324,10;2,20
22/11/2021 09:00:00;0,00;22,00;42,20;252,40;0,80
22/11/2021 08:00:00;0,00;20,80;44,20;133,30;4,00
22/11/2021 07:00:00;0,00;17,90;49,40;136,10;5,40
22/11/2021 06:00:00;0,00;16,30;56,00;127,00;4,90
22/11/2021 05:00:00;0,00;17,30;54,30;60,40;3,80
22/11/2021 04:00:00;0,00;17,70;52,60;38,70;4,20
22/11/2021 03:00:00;0,00;17,90;52,50;55,40;4,50
22/11/2021 02:00:00;0,00;18,00;53,20;70,00;5,40
