"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)"
24/10/2022 23:00:00;0,00;17,70;60,10;32,70;4,20
24/10/2022 22:00:00;0,00;18,50;55,80;23,20;4,10
24/10/2022 21:00:00;0,00;18,90;53,20;18,30;3,50
24/10/2022 20:00:00;0,00;19,10;50,60;22,30;3,20
24/10/2022 19:00:00;0,00;19,90;46,50;18,50;3,50
24/10/2022 18:00:00;0,00;21,10;44,00;24,40;3,30
24/10/2022 17:00:00;0,00;21,80;43,50;30,90;3,50
24/10/2022 16:00:00;0,00;22,10;45,50;27,20;3,50
24/10/2022 15:00:00;0,00;21,20;49,50;33,80;3,50
24/10/2022 14:00:00;0,00;20,50;54,30;32,80;4,20
24/10/2022 13:00:00;0,00;19,40;60,90;26,20;4,20
24/10/2022 12:00:00;0,00;17,90;68,30;35,40;4,40
24/10/2022 11:00:00;0,00;15,30;86,60;39,50;5,10
24/10/2022 10:00:00;0,00;12,50;99,80;32,00;5,40
24/10/2022 09:00:00;0,00;11,60;100,00;32,70;6,50
24/10/2022 08:00:00;0,00;11,60;100,00;19,10;5,70
24/10/2022 07:00:00;0,00;11,50;99,90;17,50;4,90
24/10/2022 06:00:00;0,00;11,20;99,80;23,90;4,50
24/10/2022 05:00:00;0,00;11,20;99,80;34,60;4,40
24/10/2022 04:00:00;0,00;11,30;99,60;55,80;4,70
24/10/2022 03:00:00;0,00;11,30;98,60;54,90;4,30
24/10/2022 02:00:00;0,00;11,60;96,30;61,80;4,10
24/10/2022 01:00:00;0,00;11,90;93,70;44,70;4,10
24/10/2022 00:00:00;0,00;11,90;95,00;40,40;5,20
23/10/2022 23:00:00;0,00;12,10;94,60;36,60;4,80
23/10/2022 22:00:00;0,00;12,60;89,90;62,50;4,20
23/10/2022 21:00:00;0,00;12,70;85,10;42,80;4,20
23/10/2022 20:00:00;0,00;13,00;80,50;46,80;4,40
23/10/2022 19:00:00;0,00;13,80;73,40;44,90;5,40
23/10/2022 18:00:00;0,00;14,90;64,90;40,80;4,90
23/10/2022 17:00:00;0,00;15,80;60,40;36,40;5,70
23/10/2022 16:00:00;0,00;16,30;60,10;42,80;6,20
23/10/2022 15:00:00;0,00;16,20;61,90;43,70;6,10
23/10/2022 14:00:00;0,00;15,50;62,20;34,30;5,40
23/10/2022 13:00:00;0,00;14,70;66,00;36,20;4,50
23/10/2022 12:00:00;0,00;12,40;77,40;47,10;5,40
23/10/2022 11:00:00;0,00;10,40;91,70;33,40;6,80
23/10/2022 10:00:00;0,00;8,00;99,80;33,40;7,00
23/10/2022 09:00:00;0,00;6,80;100,00;45,70;4,90
23/10/2022 08:00:00;0,00;6,60;99,80;58,60;4,40
23/10/2022 07:00:00;0,00;6,60;99,60;59,80;3,90
23/10/2022 06:00:00;0,00;6,50;98,30;58,80;4,20
23/10/2022 05:00:00;0,00;6,70;94,00;69,10;3,80
23/10/2022 04:00:00;0,00;7,40;90,40;56,80;3,90
23/10/2022 03:00:00;0,00;7,60;88,40;60,20;3,80
23/10/2022 02:00:00;0,00;7,80;83,90;50,70;3,60
23/10/2022 01:00:00;0,00;8,30;80,20;49,30;3,10
23/10/2022 00:00:00;0,00;8,90;74,90;32,40;3,90
22/10/2022 23:00:00;0,00;9,10;74,10;6,70;2,90
22/10/2022 22:00:00;0,00;9,30;72,80;16,30;2,50
22/10/2022 21:00:00;0,00;9,80;70,10;9,00;2,80
22/10/2022 20:00:00;0,00;10,80;64,40;12,20;2,90
22/10/2022 19:00:00;0,00;12,10;59,30;22,20;2,70
22/10/2022 18:00:00;0,00;13,60;53,40;12,10;2,20
22/10/2022 17:00:00;0,00;14,20;51,60;23,70;2,70
22/10/2022 16:00:00;0,00;14,50;50,50;25,90;2,70
22/10/2022 15:00:00;0,00;14,60;50,30;21,40;3,00
22/10/2022 14:00:00;0,00;13,70;52,30;19,10;3,00
22/10/2022 13:00:00;0,00;13,00;55,50;14,70;2,70
22/10/2022 12:00:00;0,00;12,50;56,30;25,20;2,40
22/10/2022 11:00:00;0,00;10,90;60,90;1,40;2,30
22/10/2022 10:00:00;0,00;9,70;64,30;350,30;2,10
22/10/2022 09:00:00;0,00;10,30;57,30;53,20;1,50
22/10/2022 08:00:00;0,00;8,30;51,60;134,50;4,70
22/10/2022 07:00:00;0,00;5,60;57,90;149,50;5,80
22/10/2022 06:00:00;0,00;4,30;63,20;146,90;7,10
22/10/2022 05:00:00;0,00;3,80;84,10;145,60;7,80
22/10/2022 04:00:00;0,00;3,80;99,60;146,00;7,80
22/10/2022 03:00:00;0,00;3,80;99,70;147,90;7,90
22/10/2022 02:00:00;0,00;3,90;99,60;143,40;9,60
22/10/2022 01:00:00;0,00;3,90;99,70;145,10;10,20
22/10/2022 00:00:00;0,00;3,70;99,70;139,60;13,20
21/10/2022 23:00:00;0,00;3,80;99,80;139,90;15,10
21/10/2022 22:00:00;0,00;4,40;99,80;135,60;17,00
21/10/2022 21:00:00;0,00;5,20;99,80;131,40;16,80
21/10/2022 20:00:00;0,00;6,90;96,10;122,20;9,90
21/10/2022 19:00:00;0,00;12,80;57,00;112,30;9,90
21/10/2022 18:00:00;0,00;17,10;40,00;110,80;5,00
21/10/2022 17:00:00;0,00;18,60;36,10;249,50;0,70
21/10/2022 16:00:00;0,00;19,50;34,30;329,60;1,50
21/10/2022 15:00:00;0,00;19,80;35,60;360,00;2,30
21/10/2022 14:00:00;0,00;19,30;36,30;2,50;3,00
21/10/2022 13:00:00;0,00;18,40;35,00;349,70;3,00
21/10/2022 12:00:00;0,00;17,50;34,90;347,50;3,30
21/10/2022 11:00:00;0,00;17,40;35,30;0,80;3,00
21/10/2022 10:00:00;0,00;16,50;36,40;33,20;2,90
21/10/2022 09:00:00;0,00;16,10;36,80;39,10;2,90
21/10/2022 08:00:00;0,00;14,90;38,60;17,60;2,10
21/10/2022 07:00:00;0,00;12,80;39,80;76,50;1,30
21/10/2022 06:00:00;0,00;10,30;42,80;133,70;3,30
21/10/2022 05:00:00;0,00;10,10;43,60;136,60;3,40
21/10/2022 04:00:00;0,00;10,60;44,50;136,20;4,30
21/10/2022 03:00:00;0,00;10,70;48,50;155,50;3,80
21/10/2022 02:00:00;0,00;11,30;46,50;157,90;3,50
21/10/2022 01:00:00;0,00;11,80;44,00;160,30;3,80
21/10/2022 00:00:00;0,00;12,20;42,40;164,00;4,40
20/10/2022 23:00:00;0,00;12,30;43,30;154,20;4,00
20/10/2022 22:00:00;0,00;12,60;42,30;139,30;3,70
20/10/2022 21:00:00;0,00;13,40;39,80;128,80;4,50
20/10/2022 20:00:00;0,00;14,20;38,20;142,30;4,50
20/10/2022 19:00:00;0,00;15,70;35,80;142,40;3,70
20/10/2022 18:00:00;0,00;17,40;37,10;128,60;3,10
20/10/2022 17:00:00;0,00;18,90;35,40;128,40;1,70
20/10/2022 16:00:00;0,00;19,10;33,80;193,60;2,00
20/10/2022 15:00:00;0,00;18,50;33,20;221,50;5,10
20/10/2022 14:00:00;0,00;18,30;34,90;218,30;5,10
20/10/2022 13:00:00;0,00;17,60;40,80;230,40;5,20
20/10/2022 12:00:00;0,00;15,70;55,30;248,70;3,10
20/10/2022 11:00:00;0,00;14,20;68,90;250,20;3,60
20/10/2022 10:00:00;0,00;13,50;69,80;239,50;4,60
20/10/2022 09:00:00;0,00;13,10;65,10;213,20;3,30
20/10/2022 08:00:00;0,00;12,30;62,60;174,80;3,40
20/10/2022 07:00:00;0,00;9,80;74,10;198,00;6,20
20/10/2022 06:00:00;0,00;8,90;88,50;200,70;6,70
20/10/2022 05:00:00;0,00;8,60;89,10;226,30;6,30
20/10/2022 04:00:00;0,00;8,60;89,80;215,00;6,70
20/10/2022 03:00:00;0,00;8,50;93,00;225,30;8,90
20/10/2022 02:00:00;0,00;8,40;96,70;231,50;8,20
20/10/2022 01:00:00;0,00;8,30;99,60;241,00;7,10
20/10/2022 00:00:00;0,00;8,00;98,50;239,50;3,70
19/10/2022 23:00:00;0,00;8,70;99,60;223,60;4,50
19/10/2022 22:00:00;0,00;9,50;95,70;239,90;4,80
19/10/2022 21:00:00;0,00;9,40;99,80;233,40;3,90
19/10/2022 20:00:00;0,00;9,80;99,90;238,90;4,10
19/10/2022 19:00:00;0,00;10,20;99,90;276,40;4,20
19/10/2022 18:00:00;0,00;11,70;90,80;309,80;2,50
19/10/2022 17:00:00;0,00;13,00;80,40;340,60;0,60
19/10/2022 16:00:00;0,00;10,70;95,70;127,90;4,10
19/10/2022 15:00:00;0,00;9,50;99,90;101,50;1,00
19/10/2022 14:00:00;0,60;9,10;99,90;307,70;0,20
19/10/2022 13:00:00;8,00;8,60;100,00;298,90;1,10
19/10/2022 12:00:00;4,20;8,70;99,90;28,90;0,10
19/10/2022 11:00:00;0,40;9,00;99,90;346,70;0,80
19/10/2022 10:00:00;2,70;8,20;100,00;318,30;1,50
19/10/2022 09:00:00;0,90;8,60;100,00;333,70;1,60
19/10/2022 08:00:00;0,00;8,70;100,00;344,60;2,20
19/10/2022 07:00:00;0,00;8,60;100,00;337,40;2,10
19/10/2022 06:00:00;0,00;8,60;100,00;343,90;1,60
19/10/2022 05:00:00;0,00;8,60;100,00;327,20;2,30
19/10/2022 04:00:00;0,00;8,70;99,90;316,20;3,50
19/10/2022 03:00:00;0,00;8,80;99,90;323,80;3,50
19/10/2022 02:00:00;0,00;9,00;99,80;330,10;3,70
19/10/2022 01:00:00;0,00;9,30;99,70;355,00;2,80
19/10/2022 00:00:00;0,00;9,50;99,70;4,90;2,10
18/10/2022 23:00:00;0,00;9,40;99,80;17,30;1,90
18/10/2022 22:00:00;0,40;9,10;99,90;77,80;0,60
18/10/2022 21:00:00;1,00;9,00;99,90;129,70;0,20
18/10/2022 20:00:00;0,60;8,60;99,90;248,70;1,80
18/10/2022 19:00:00;0,10;9,60;96,00;255,30;3,40
18/10/2022 18:00:00;0,00;10,80;85,70;227,20;0,80
18/10/2022 17:00:00;0,00;10,90;85,90;60,90;2,20
18/10/2022 16:00:00;0,00;11,10;85,00;57,40;3,20
18/10/2022 15:00:00;0,00;10,40;88,40;55,60;3,80
18/10/2022 14:00:00;0,00;9,40;96,50;55,10;3,50
18/10/2022 13:00:00;0,00;8,30;99,70;41,60;3,10
18/10/2022 12:00:00;0,00;8,10;99,70;49,70;3,60
18/10/2022 11:00:00;0,00;8,30;96,00;46,90;4,00
18/10/2022 10:00:00;0,00;7,60;98,80;62,70;2,90
18/10/2022 09:00:00;0,00;6,80;99,70;44,40;3,80
18/10/2022 08:00:00;0,00;6,80;99,60;56,80;3,50
18/10/2022 07:00:00;0,00;6,70;99,50;53,50;3,10
18/10/2022 06:00:00;0,00;6,60;97,60;51,80;3,20
18/10/2022 05:00:00;0,00;6,60;94,10;42,30;3,60
18/10/2022 04:00:00;0,00;6,70;91,00;54,20;3,20
18/10/2022 03:00:00;0,00;7,10;86,20;45,70;3,80
18/10/2022 02:00:00;0,00;7,40;82,90;67,60;3,80
18/10/2022 01:00:00;0,00;7,60;80,70;74,20;3,40
18/10/2022 00:00:00;0,00;7,80;80,50;49,80;3,60
17/10/2022 23:00:00;0,00;8,50;75,90;56,00;3,60
17/10/2022 22:00:00;0,00;9,70;70,70;58,50;5,00
17/10/2022 21:00:00;0,00;10,90;73,00;46,30;4,70
17/10/2022 20:00:00;0,00;11,90;70,00;40,90;4,30
17/10/2022 19:00:00;0,00;12,60;66,00;47,60;4,90
17/10/2022 18:00:00;0,00;13,30;62,70;49,40;4,40
17/10/2022 17:00:00;0,00;14,10;59,90;38,10;5,30
17/10/2022 16:00:00;0,00;14,50;58,60;36,60;5,00
17/10/2022 15:00:00;0,00;14,10;60,10;39,70;4,60
17/10/2022 14:00:00;0,00;13,10;63,00;44,60;4,90
17/10/2022 13:00:00;0,00;11,80;68,60;48,10;4,20
17/10/2022 12:00:00;0,00;12,00;69,00;50,10;3,50
17/10/2022 11:00:00;0,00;11,30;69,90;45,80;2,90
17/10/2022 10:00:00;0,00;11,50;67,90;64,10;3,50
17/10/2022 09:00:00;0,00;10,80;71,50;40,60;2,50
17/10/2022 08:00:00;0,00;11,40;75,50;35,70;2,80
17/10/2022 07:00:00;0,00;11,20;77,70;43,80;3,70
17/10/2022 06:00:00;0,00;11,00;79,20;43,20;3,60
17/10/2022 05:00:00;0,00;11,00;79,30;39,70;3,90
17/10/2022 04:00:00;0,00;10,80;78,40;48,40;3,90
17/10/2022 03:00:00;0,00;11,00;74,70;60,10;3,90
17/10/2022 02:00:00;0,00;11,20;70,80;49,90;4,50
17/10/2022 01:00:00;0,00;11,50;66,90;50,20;4,70
17/10/2022 00:00:00;0,00;11,80;65,30;49,00;4,10
16/10/2022 23:00:00;0,00;12,20;64,60;30,40;4,00
16/10/2022 22:00:00;0,00;12,90;63,70;6,10;4,00
16/10/2022 21:00:00;0,00;13,00;62,20;20,30;3,50
16/10/2022 20:00:00;0,00;13,40;59,50;31,30;3,30
16/10/2022 19:00:00;0,00;14,50;50,50;42,50;3,00
16/10/2022 18:00:00;0,00;16,20;42,00;21,80;3,60
16/10/2022 17:00:00;0,00;17,40;36,90;13,90;3,60
16/10/2022 16:00:00;0,00;17,60;38,80;22,30;3,70
16/10/2022 15:00:00;0,00;17,50;41,10;39,20;4,20
16/10/2022 14:00:00;0,00;16,40;49,10;56,00;3,30
16/10/2022 13:00:00;0,00;15,20;57,80;59,00;3,40
16/10/2022 12:00:00;0,00;13,60;67,50;35,00;3,90
16/10/2022 11:00:00;0,00;12,00;77,40;46,30;4,10
16/10/2022 10:00:00;0,00;11,30;84,10;36,50;4,00
16/10/2022 09:00:00;0,00;9,70;97,80;39,90;4,40
16/10/2022 08:00:00;0,00;8,50;99,80;46,40;4,00
16/10/2022 07:00:00;0,00;7,90;99,80;45,60;4,20
16/10/2022 06:00:00;0,00;7,90;99,80;58,30;3,70
16/10/2022 05:00:00;0,00;8,00;99,70;57,80;3,20
16/10/2022 04:00:00;0,00;8,20;95,20;48,40;3,60
16/10/2022 03:00:00;0,00;8,70;85,80;41,00;3,20
16/10/2022 02:00:00;0,00;9,00;69,10;30,40;3,80
16/10/2022 01:00:00;0,00;10,30;54,20;18,20;2,50
16/10/2022 00:00:00;0,00;10,50;54,00;10,00;1,40
15/10/2022 23:00:00;0,00;10,80;53,20;353,80;1,40
15/10/2022 22:00:00;0,00;11,00;53,30;7,30;2,10
15/10/2022 21:00:00;0,00;11,40;51,50;14,00;2,80
15/10/2022 20:00:00;0,00;12,00;48,60;25,20;2,30
15/10/2022 19:00:00;0,00;13,60;44,80;358,90;2,20
15/10/2022 18:00:00;0,00;15,10;42,00;4,40;1,20
15/10/2022 17:00:00;0,00;15,10;42,40;9,80;1,40
15/10/2022 16:00:00;0,00;14,90;43,70;25,40;1,80
15/10/2022 15:00:00;0,00;15,10;43,60;324,00;2,30
15/10/2022 14:00:00;0,00;14,50;46,40;344,00;2,00
15/10/2022 13:00:00;0,00;13,80;51,00;357,00;2,50
15/10/2022 12:00:00;0,00;13,10;56,40;14,20;2,60
15/10/2022 11:00:00;0,00;11,00;67,10;31,60;2,90
15/10/2022 10:00:00;0,00;9,20;77,20;54,40;2,60
15/10/2022 09:00:00;0,00;6,90;92,80;41,60;2,50
15/10/2022 08:00:00;0,00;5,50;99,50;39,10;2,60
15/10/2022 07:00:00;0,00;4,90;99,80;41,40;2,80
15/10/2022 06:00:00;0,00;5,20;99,80;27,70;2,60
15/10/2022 05:00:00;0,00;5,20;99,70;54,30;2,90
15/10/2022 04:00:00;0,00;5,10;97,00;49,90;3,40
15/10/2022 03:00:00;0,00;4,90;82,40;39,40;3,60
15/10/2022 02:00:00;0,00;5,20;63,80;48,30;3,60
15/10/2022 01:00:00;0,00;6,00;47,50;49,70;3,80
15/10/2022 00:00:00;0,00;7,40;43,60;38,10;3,90
14/10/2022 23:00:00;0,00;8,00;39,90;39,90;3,60
14/10/2022 22:00:00;0,00;8,50;36,90;33,40;3,20
14/10/2022 21:00:00;0,00;9,40;33,70;6,90;3,10
14/10/2022 20:00:00;0,00;10,20;30,80;16,30;3,00
14/10/2022 19:00:00;0,00;11,50;27,90;9,70;3,20
14/10/2022 18:00:00;0,00;12,70;25,90;24,70;2,80
14/10/2022 17:00:00;0,00;13,70;23,70;5,50;3,00
14/10/2022 16:00:00;0,00;14,00;23,20;22,00;3,20
14/10/2022 15:00:00;0,00;14,00;22,20;19,00;3,20
14/10/2022 14:00:00;0,00;13,50;23,00;24,60;3,40
14/10/2022 13:00:00;0,00;12,60;24,00;358,60;3,60
14/10/2022 12:00:00;0,00;11,00;25,90;349,20;3,60
14/10/2022 11:00:00;0,00;10,00;26,40;354,80;3,70
14/10/2022 10:00:00;0,00;9,50;28,70;28,90;2,70
14/10/2022 09:00:00;0,00;8,00;29,80;12,00;2,60
14/10/2022 08:00:00;0,00;6,80;30,10;0,40;2,70
14/10/2022 07:00:00;0,00;5,10;33,70;8,00;2,50
14/10/2022 06:00:00;0,00;5,60;30,90;14,50;3,00
14/10/2022 05:00:00;0,00;6,20;29,00;7,70;2,80
14/10/2022 04:00:00;0,00;6,70;28,00;344,50;2,90
14/10/2022 03:00:00;0,00;7,30;27,50;343,40;2,70
14/10/2022 02:00:00;0,00;7,80;28,60;325,00;3,20
14/10/2022 01:00:00;0,00;8,30;29,20;320,30;2,90
14/10/2022 00:00:00;0,00;9,10;27,10;337,00;1,40
13/10/2022 23:00:00;0,00;8,80;26,30;168,90;0,30
13/10/2022 22:00:00;0,00;6,90;30,20;155,10;3,80
13/10/2022 21:00:00;0,00;5,80;32,40;155,00;4,20
13/10/2022 20:00:00;0,00;6,60;30,10;128,30;4,50
13/10/2022 19:00:00;0,00;7,80;28,40;126,40;5,50
13/10/2022 18:00:00;0,00;9,20;26,40;119,90;6,80
13/10/2022 17:00:00;0,00;10,80;25,20;105,20;6,90
13/10/2022 16:00:00;0,00;12,40;24,20;110,60;6,30
13/10/2022 15:00:00;0,00;14,10;22,10;68,20;1,30
13/10/2022 14:00:00;0,00;14,20;22,40;70,80;1,60
13/10/2022 13:00:00;0,00;13,10;23,10;142,60;2,20
13/10/2022 12:00:00;0,00;11,20;24,40;139,10;4,50
13/10/2022 11:00:00;0,00;9,10;28,20;145,20;4,90
13/10/2022 10:00:00;0,00;7,30;34,20;155,50;4,90
13/10/2022 09:00:00;0,00;5,30;43,00;145,90;6,60
13/10/2022 08:00:00;0,00;2,00;57,40;126,80;6,00
13/10/2022 07:00:00;0,00;1,00;62,60;140,20;6,60
13/10/2022 06:00:00;0,00;2,80;41,80;128,60;5,30
13/10/2022 05:00:00;0,00;4,60;34,90;127,20;7,10
13/10/2022 04:00:00;0,00;5,60;32,40;133,70;8,10
13/10/2022 03:00:00;0,00;6,90;34,20;132,60;7,20
13/10/2022 02:00:00;0,00;8,40;35,90;134,90;8,60
13/10/2022 01:00:00;0,00;9,60;33,70;123,20;7,50
13/10/2022 00:00:00;0,00;12,50;29,60;85,90;4,10
12/10/2022 23:00:00;0,00;13,60;25,90;32,90;3,10
12/10/2022 22:00:00;0,00;14,10;22,90;29,30;3,20
12/10/2022 21:00:00;0,00;14,40;21,00;20,70;3,60
12/10/2022 20:00:00;0,00;14,70;21,10;18,50;4,10
12/10/2022 19:00:00;0,00;15,40;20,90;24,30;4,20
12/10/2022 18:00:00;0,00;17,20;19,70;13,80;3,60
12/10/2022 17:00:00;0,00;18,30;19,00;353,00;4,60
12/10/2022 16:00:00;0,00;18,40;21,60;1,40;4,50
12/10/2022 15:00:00;0,00;18,30;22,70;3,50;4,20
12/10/2022 14:00:00;0,00;17,60;25,00;15,60;4,90
12/10/2022 13:00:00;0,00;16,70;27,60;31,00;4,30
12/10/2022 12:00:00;0,00;15,10;31,60;38,20;3,90
12/10/2022 11:00:00;0,00;13,60;34,20;32,80;4,40
12/10/2022 10:00:00;0,00;12,10;37,00;35,80;5,10
12/10/2022 09:00:00;0,00;10,70;39,60;44,70;4,60
12/10/2022 08:00:00;0,00;9,50;41,60;42,90;4,90
12/10/2022 07:00:00;0,00;8,30;43,60;50,70;4,00
12/10/2022 06:00:00;0,00;7,70;44,30;33,70;4,50
12/10/2022 05:00:00;0,00;7,90;42,80;31,90;4,30
12/10/2022 04:00:00;0,00;8,40;37,50;57,70;3,50
12/10/2022 03:00:00;0,00;9,00;35,40;30,40;4,10
12/10/2022 02:00:00;0,00;9,90;32,20;35,50;3,60
12/10/2022 01:00:00;0,00;10,30;26,10;31,60;3,50
12/10/2022 00:00:00;0,00;11,20;21,20;22,40;3,10
11/10/2022 23:00:00;0,00;11,40;21,00;23,20;3,20
11/10/2022 22:00:00;0,00;11,60;22,30;33,40;2,60
11/10/2022 21:00:00;0,00;11,70;24,80;33,50;2,80
11/10/2022 20:00:00;0,00;12,10;25,80;35,00;2,70
11/10/2022 19:00:00;0,00;13,10;25,40;10,50;2,80
11/10/2022 18:00:00;0,00;14,50;24,10;19,10;2,20
11/10/2022 17:00:00;0,00;15,30;23,80;23,80;2,70
11/10/2022 16:00:00;0,00;15,30;24,50;28,90;2,80
11/10/2022 15:00:00;0,00;15,40;25,00;17,20;2,60
11/10/2022 14:00:00;0,00;14,70;26,90;11,00;2,60
11/10/2022 13:00:00;0,00;14,10;30,10;33,30;3,10
11/10/2022 12:00:00;0,00;13,00;32,70;40,70;3,50
11/10/2022 11:00:00;0,00;11,30;36,20;45,90;3,60
11/10/2022 10:00:00;0,00;9,80;38,70;45,50;3,60
11/10/2022 09:00:00;0,00;8,20;41,20;33,00;4,30
11/10/2022 08:00:00;0,00;7,20;42,40;35,90;4,00
11/10/2022 07:00:00;0,00;5,80;45,40;40,10;3,50
11/10/2022 06:00:00;0,00;4,90;47,00;27,60;3,80
11/10/2022 05:00:00;0,00;5,20;45,60;36,20;3,50
11/10/2022 04:00:00;0,00;5,40;44,00;32,30;3,80
11/10/2022 03:00:00;0,00;5,60;42,50;23,90;3,80
11/10/2022 02:00:00;0,00;5,90;40,60;19,20;3,70
11/10/2022 01:00:00;0,00;5,80;39,00;18,30;3,80
11/10/2022 00:00:00;0,00;7,10;34,40;1,50;4,40
10/10/2022 23:00:00;0,00;7,30;34,10;19,00;3,70
10/10/2022 22:00:00;0,00;7,90;31,50;350,10;2,30
10/10/2022 21:00:00;0,00;8,10;30,30;2,80;2,00
10/10/2022 20:00:00;0,00;8,50;28,70;18,60;2,20
10/10/2022 19:00:00;0,00;9,30;27,10;10,10;2,90
10/10/2022 18:00:00;0,00;10,60;24,40;13,40;3,30
10/10/2022 17:00:00;0,00;11,60;22,70;7,80;3,40
10/10/2022 16:00:00;0,00;12,10;22,60;14,20;3,40
10/10/2022 15:00:00;0,00;12,20;22,80;26,80;4,30
10/10/2022 14:00:00;0,00;11,90;23,30;26,20;4,40
10/10/2022 13:00:00;0,00;11,10;24,90;38,00;4,80
10/10/2022 12:00:00;0,00;9,70;27,00;40,30;4,60
10/10/2022 11:00:00;0,00;8,10;27,70;44,30;4,80
10/10/2022 10:00:00;0,00;6,90;30,30;47,60;4,00
10/10/2022 09:00:00;0,00;5,50;32,60;54,10;4,30
10/10/2022 08:00:00;0,00;4,10;33,50;45,10;4,00
10/10/2022 07:00:00;0,00;3,10;32,50;36,30;3,90
10/10/2022 06:00:00;0,00;3,10;31,80;34,10;3,80
10/10/2022 05:00:00;0,00;3,90;30,70;40,60;3,90
10/10/2022 04:00:00;0,00;4,20;32,30;40,90;3,90
10/10/2022 03:00:00;0,00;4,60;32,70;39,50;4,60
10/10/2022 02:00:00;0,00;4,70;35,50;77,60;3,10
10/10/2022 01:00:00;0,00;4,90;35,90;42,10;3,40
10/10/2022 00:00:00;0,00;5,50;31,10;42,80;3,20
09/10/2022 23:00:00;0,00;6,10;27,00;31,40;3,70
09/10/2022 22:00:00;0,00;7,20;21,50;17,80;3,80
09/10/2022 21:00:00;0,00;7,90;18,60;17,90;2,50
09/10/2022 20:00:00;0,00;8,20;18,00;12,40;2,70
09/10/2022 19:00:00;0,00;9,00;17,70;16,90;2,80
09/10/2022 18:00:00;0,00;10,80;15,60;14,00;3,00
09/10/2022 17:00:00;0,00;12,00;14,40;11,50;3,20
09/10/2022 16:00:00;0,00;12,00;14,10;31,60;3,10
09/10/2022 15:00:00;0,00;12,20;12,90;27,60;2,60
09/10/2022 14:00:00;0,00;11,60;13,10;346,20;2,10
09/10/2022 13:00:00;0,00;10,80;15,50;336,70;2,60
09/10/2022 12:00:00;0,00;9,80;16,40;324,90;2,40
09/10/2022 11:00:00;0,00;9,50;19,10;5,40;2,40
09/10/2022 10:00:00;0,00;8,90;20,00;15,70;2,10
09/10/2022 09:00:00;0,00;8,30;19,20;19,70;0,80
09/10/2022 08:00:00;0,00;6,80;18,30;174,70;0,90
09/10/2022 07:00:00;0,00;3,70;21,50;170,00;3,70
09/10/2022 06:00:00;0,00;2,30;22,60;157,90;3,80
09/10/2022 05:00:00;0,00;2,40;21,10;149,40;3,60
09/10/2022 04:00:00;0,00;2,90;18,70;160,70;4,20
09/10/2022 03:00:00;0,00;3,20;16,00;149,70;3,90
09/10/2022 02:00:00;0,00;2,80;17,60;174,10;3,50
09/10/2022 01:00:00;0,00;1,00;32,50;144,60;3,10
09/10/2022 00:00:00;0,00;2,00;26,00;180,40;2,10
08/10/2022 23:00:00;0,00;1,90;29,40;184,70;4,90
08/10/2022 22:00:00;0,00;1,90;30,50;171,40;3,50
08/10/2022 21:00:00;0,00;2,70;27,90;146,70;3,30
08/10/2022 20:00:00;0,00;3,60;25,50;160,00;4,00
08/10/2022 19:00:00;0,00;4,70;22,60;144,30;4,00
08/10/2022 18:00:00;0,00;6,40;18,80;138,10;4,50
08/10/2022 17:00:00;0,00;7,80;16,30;168,60;5,00
08/10/2022 16:00:00;0,00;8,10;16,00;151,70;5,50
08/10/2022 15:00:00;0,00;8,50;14,60;161,00;5,90
08/10/2022 14:00:00;0,00;7,50;15,90;147,80;7,90
08/10/2022 13:00:00;0,00;6,60;19,90;141,40;8,30
08/10/2022 12:00:00;0,00;6,50;23,80;130,00;6,10
08/10/2022 11:00:00;0,00;5,70;26,40;153,30;6,80
08/10/2022 10:00:00;0,00;3,70;28,70;131,20;7,70
08/10/2022 09:00:00;0,00;2,10;36,80;128,50;5,60
08/10/2022 08:00:00;0,00;1,20;44,10;143,10;4,90
08/10/2022 07:00:00;0,00;1,10;56,60;150,00;7,70
08/10/2022 06:00:00;0,00;3,00;59,50;159,90;7,70
08/10/2022 05:00:00;0,00;4,80;61,10;160,60;5,70
08/10/2022 04:00:00;0,00;6,10;58,20;145,20;6,60
08/10/2022 03:00:00;0,00;8,50;53,70;141,90;5,40
08/10/2022 02:00:00;0,00;10,70;42,10;156,10;5,70
08/10/2022 01:00:00;0,00;12,20;36,20;129,10;6,40
08/10/2022 00:00:00;0,00;14,10;30,50;126,30;8,60
07/10/2022 23:00:00;0,00;16,30;27,20;342,10;2,30
07/10/2022 22:00:00;0,00;16,20;28,30;0,60;3,60
07/10/2022 21:00:00;0,00;16,30;27,80;20,50;4,20
07/10/2022 20:00:00;0,00;16,60;28,10;33,60;4,00
07/10/2022 19:00:00;0,00;17,80;26,90;356,10;5,00
07/10/2022 18:00:00;0,00;19,80;23,90;343,00;6,50
07/10/2022 17:00:00;0,00;20,50;22,50;343,00;7,00
07/10/2022 16:00:00;0,00;20,30;24,20;349,00;5,30
07/10/2022 15:00:00;0,00;19,80;26,10;354,10;5,90
07/10/2022 14:00:00;0,00;18,80;29,90;358,40;4,80
07/10/2022 13:00:00;0,00;17,80;33,60;359,60;5,10
07/10/2022 12:00:00;0,00;16,60;39,20;34,00;4,20
07/10/2022 11:00:00;0,00;15,80;42,60;39,10;3,50
07/10/2022 10:00:00;0,00;13,70;47,60;44,70;4,00
